source,created_at_local,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,city,fare,pick_up_distance,state
ADR,2013-10-01 11:27:40,14.574889,121.121275,14.58296,121.05745900000001,Metro Manila,242.5,1.88642,COMPLETED
IOS,2013-09-27 17:32:34,14.55305,121.01968000000001,14.5633,121.0354,Metro Manila,198.75,0.208306,COMPLETED
IOS,2013-12-17 9:58:43,14.61669,121.03917,14.6932,121.09346000000001,Metro Manila,338.75,0.921724,COMPLETED
IOS,2013-09-26 18:55:40,14.549710000000001,121.05083,14.62045,121.05322,Metro Manila,281.875,0.647238,CANCELLED
VNU,2013-10-31 19:16:29,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.21527600000000002,COMPLETED
ADR,2013-09-25 8:32:37,14.542045000000002,121.055547,14.550929,121.05098600000001,Metro Manila,163.75,0.657404,COMPLETED
IOS,2013-09-03 5:13:03,14.60837,121.07075,14.509689999999999,121.0128,Metro Manila,386.875,1.16276,COMPLETED
ADR,2013-10-01 8:38:14,14.608435,121.026225,14.551314999999999,121.02541200000002,Metro Manila,233.75,0.405668,CANCELLED
ADR,2013-09-24 7:02:18,14.488648999999999,121.04078600000001,14.582435999999998,120.98551100000002,Metro Manila,316.875,0.569904,CANCELLED
IOS,2013-09-27 20:48:25,14.58116,121.05505,14.62835,121.0547,Metro Manila,238.125,0.350984,COMPLETED
IOS,2013-10-05 1:11:41,14.517579999999999,121.05735,14.57216,121.02972,Metro Manila,316.875,2.96774,COMPLETED
IOS,2013-11-21 18:46:34,14.586429999999998,121.06136000000001,14.607829999999998,121.08025,Metro Manila,185.625,1.0096399999999999,COMPLETED
ADR,2013-10-14 10:41:59,14.586257000000002,121.044265,14.596252,121.058958,Metro Manila,238.125,0.928889,COMPLETED
ADR,2013-09-24 8:53:40,14.570398999999998,121.02351499999999,14.554169,121.023597,Metro Manila,190.0,1.1093600000000001,COMPLETED
IOS,2013-09-24 11:25:15,14.587520000000001,121.08152,14.55481,121.04763,Metro Manila,233.75,0.7509239999999999,COMPLETED
ADR,2013-09-28 13:43:10,14.488648999999999,121.04078600000001,14.486973,121.043361,Metro Manila,146.25,1.27265,COMPLETED
VNU,2013-10-20 16:28:17,14.549732,121.02677,14.479308999999999,121.01982199999999,Metro Manila,316.875,0.30091999999999997,CANCELLED
ADR,2013-09-12 23:19:57,14.5529,121.022,14.567089000000001,121.013423,Metro Manila,176.875,1.08035,COMPLETED
IOS,2013-09-24 9:00:24,14.63485,121.05196000000001,14.56,121.03152,Metro Manila,312.5,0.742405,COMPLETED
IOS,2013-09-01 18:11:25,14.579310000000001,121.04728999999999,14.57022,121.02186999999999,Metro Manila,207.5,1.88578,CANCELLED
IOS,2013-09-19 9:58:46,14.66796,121.0736,14.521820000000002,121.01302,Metro Manila,465.625,2.74837,COMPLETED
VNU,2013-11-06 12:38:43,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.47452799999999995,COMPLETED
VNU,2013-10-14 19:42:03,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,242.5,0.39969299999999996,COMPLETED
IOS,2013-12-13 20:20:41,14.59024,120.98305,14.552610000000001,121.02542,Metro Manila,260.0,0.813389,COMPLETED
IOS,2013-09-20 18:50:56,14.58714,121.06369,14.56947,121.10981000000001,Metro Manila,251.25,1.68353,COMPLETED
IOS,2013-11-18 8:41:27,14.5761,121.03046,14.55851,121.01916000000001,Metro Manila,190.0,1.66895,CANCELLED
IOS,2013-11-25 16:06:08,14.553239999999999,121.04643999999999,14.63134,121.05221999999999,Metro Manila,303.75,0.323552,COMPLETED
ADR,2013-11-22 10:43:40,14.639479000000001,121.061493,14.557872,121.018431,Metro Manila,369.375,1.80247,COMPLETED
VNU,2013-12-18 14:27:10,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,1.30215,COMPLETED
IOS,2013-12-11 22:34:13,14.55535,121.01982,14.46539,121.01863,Metro Manila,378.125,1.48517,COMPLETED
VNU,2013-11-16 17:36:24,14.549732,121.02677,14.549547,121.056075,Metro Manila,203.125,0.0587888,COMPLETED
VNU,2013-12-01 19:11:18,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.352421,COMPLETED
VNU,2013-12-22 19:55:25,14.549732,121.02677,14.479308999999999,121.01982199999999,Metro Manila,255.625,0.0337978,COMPLETED
IOS,2013-12-05 9:51:59,14.492170000000002,121.04258999999999,14.583879999999999,121.05693000000001,Metro Manila,290.625,0.46062,COMPLETED
VNU,2013-12-13 22:00:10,14.549732,121.02677,14.599511999999999,120.984219,Metro Manila,242.5,1.4912,COMPLETED
